"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-12","6.93",",,W",,,"75","H,,S","86",",,W","67",",,W","  160",",,W","  160",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-13","7.83",",,W",,,"74","H,,S","84",",,W","68",",,W","  140",",,W","  120",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-14","4.70",",,W",,,"72","H,,S","83",",,W","63",",,W","  160",",,W","  140",",,W","14.1",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-15","4.92",",,W",,,"74","H,,S","83",",,W","67",",,W","  210",",,W","  200",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-16","5.59",",,W",,,"73","H,,S","84",",,W","64",",,W","  310",",,W","  320",",,W","14.1",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-17","13.42",",,W",,,"72","H,,S","78",",,W","66",",,W","   50",",,W","   50",",,W","25.9",",,W","33.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-18","10.29",",,W",,,"69","H,,S","80",",,W","62",",,W","  110",",,W","  130",",,W","18.1",",,W","25.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-19","9.17",",,W",,,"70","H,,S","80",",,W","63",",,W","  250",",,W","  220",",,W","16.1",",,W","21.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-20","12.53",",,W",,,"61","H,,S","70",",,W","47",",,W","  350",",,W","  340",",,W","21.0",",,W","25.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-21","16.11",",,W",,,"50","H,,S","57",",,W","40",",,W","  340",",,W","  350",",,W","25.1",",,W","31.1",",,W",,,,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-22","16.11",",,W",,,"44","H,,S","55",",,W","36",",,W","  330",",,W","  340",",,W","23.0",",,W","30.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-23","8.95",",,W",,,"58","H,,S","72",",,W","54",",,W","   80",",,W","   80",",,W","18.1",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-24","6.04",",,W",,,"67","H,,S","79",",,W","59",",,W","  210",",,W","  160",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-25","8.95",",,W",,,"65","H,,S","70",",,W","52",",,W","  310",",,W","  310",",,W","19.9",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-26","5.37",",,W",,,"57","H,,S","68",",,W","46",",,W","  360",",,W","   20",",,W","12.1",",,W","14.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-27","4.25",",,W",,,"61","H,,S","73",",,W","55",",,W","  330",",,W","  210",",,W","12.1",",,W","17.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-28","9.62",",,W",,,"63","H,,S","71",",,W","51",",,W","   30",",,W","   30",",,W","15.0",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-29","6.04",",,W",,,"59","H,,S","76",",,W","49",",,W","   20",",,W","  110",",,W","13.0",",,W","15.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-30","10.29",",,W",,,"63","H,,S","74",",,W","55",",,W","  360",",,W","  360",",,W","18.1",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-01-31","5.82",",,W",,,"65","H,,S","76",",,W","59",",,W","  330",",,W","  330",",,W","15.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-01","7.83",",,W",,,"64","H,,S","65",",,W","55",",,W","  300",",,W","  320",",,W","21.9",",,W","32.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-02","9.84",",,W",,,"56","H,,S","66",",,W","48",",,W","  310",",,W","  320",",,W","19.9",",,W","25.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-03","2.46",",,W",,,"58","H,,S","75",",,W","44",",,W","  150",",,W","  160",",,W","10.1",",,W","14.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-04","4.25",",,W",,,"63","H,,S","79",",,W","50",",,W","  180",",,W","  250",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-05","6.93",",,W",,,"68","H,,S","82",",,W","57",",,W","  160",",,W","  160",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-06","18.12",",,W",,,"75","H,,S","88",",,W","69",",,W","  200",",,W","  210",",,W","31.1",",,W","42.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-07","13.42",",,W",,,"68","H,,S","79",",,W","50",",,W","  260",",,W","  280",",,W","36.0",",,W","42.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-08","8.05",",,W",,,"57","H,,S","72",",,W","45",",,W","   50",",,W","   40",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-09","10.07",",,W",,,"64","H,,S","78",",,W","53",",,W","   70",",,W","  100",",,W","19.9",",,W","27.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-10","8.72",",,W",,,"69","H,,S","84",",,W","57",",,W","  130",",,W","  130",",,W","16.1",",,W","21.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-11","6.04",",,W",,,"74","H,,S","87",",,W","64",",,W","  200",",,W","  190",",,W","17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-12","7.38",",,W",,,"76","H,,S","88",",,W","66",",,W","  160",",,W","  190",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-13","10.51",",,W",,,"77","H,,S","89",",,W","69",",,W","  180",",,W","  220",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-14","9.62",",,W",,,"72","H,,S","76",",,W","59",",,W","   10",",,W","   10",",,W","21.9",",,W","25.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-15","11.86",",,W",,,"66","H,,S","79",",,W","59",",,W","   50",",,W","   50",",,W","21.9",",,W","27.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-16","7.38",",,W",,,"71","H,,S","84",",,W","60",",,W","  290",",,W","  300",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-17","4.47",",,W",,,"72","H,,S","85",",,W","63",",,W","   80",",,W","  100",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-18","6.26",",,W",,,"74","H,,S","87",",,W","65",",,W","  180",",,W","  170",",,W","15.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-19","5.82",",,W",,,"76","H,,S","88",",,W","70",",,W","   70",",,W","   40",",,W","16.1",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-20","9.17",",,W",,,"74","H,,S","86",",,W","68",",,W","  260",",,W","  260",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-21","18.34",",,W",,,"60","H,,S","67",",,W","48",",,W","  360",",,W","  360",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-22","14.32",",,W",,,"56","H,,S","74",",,W","46",",,W","   20",",,W","   30",",,W","23.0",",,W","28.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-23","7.16",",,W",,,"62","H,,S","78",",,W","53",",,W","   90",",,W","  100",",,W","16.1",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-24","7.38",",,W",,,"67","H,,S","81",",,W","54",",,W","  160",",,W","  200",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-25","11.41",",,W",,,"72","H,,S","87",",,W","61",",,W","  310",",,W","  200",",,W","21.9",",,W","28.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-26","9.84",",,W",,,"72","H,,S","81",",,W","64",",,W","  330",",,W","  330",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-27","12.53",",,W",,,"59","H,,S","64",",,W","49",",,W","  290",",,W","  300",",,W","25.9",",,W","33.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-28","9.62",",,W",,,"54","H,,S","65",",,W","44",",,W","  270",",,W","  330",",,W","18.1",",,W","25.1",",,W",,,,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-02-29","10.29",",,W",,,"56","H,,S","67",",,W","44",",,W","  320",",,W","  330",",,W","23.0",",,W","32.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-01","4.70",",,W",,,"58","H,,S","72",",,W","43",",,W","  100",",,W","  140",",,W","13.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-02","7.16",",,W",,,"64","H,,S","79",",,W","52",",,W","  180",",,W","  170",",,W","19.9",",,W","25.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-03","8.50",",,W",,,"70","H,,S","85",",,W","57",",,W","  240",",,W","  220",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-04","9.17",",,W",,,"74","H,,S","90",",,W","63",",,W","  210",",,W","  190",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-05","14.09",",,W",,,"78","H,,S","92",",,W","69",",,W","  230",",,W","  220",",,W","25.1",",,W","35.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-06","11.63",",,W",,,"73","H,,S","78",",,W","59",",,W","  350",",,W","  350",",,W","21.9",",,W","29.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-07","13.87",",,W",,,"59","H,,S","66",",,W","50",",,W","   50",",,W","   40",",,W","23.0",",,W","31.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-08","11.41",",,W",,,"60","H,,S","75",",,W","50",",,W","   70",",,W","   80",",,W","25.1",",,W","32.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-09","10.51",",,W",,,"66","H,,S","76",",,W","58",",,W","  130",",,W","  100",",,W","25.9",",,W","33.1",",,W",,,,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-10","6.49",",,W",,,"69","H,,S","79",",,W","60",",,W","  140",",,W","  110",",,W","15.0",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-11","2.91",",,W",,,"71","H,,S","85",",,W","59",",,W","  130",",,W","  120",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-12","4.92",",,W",,,"73","H,,S","85",",,W","64",",,W","  100",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-13","4.47",",,W",,,"74","H,,S","88",",,W","61",",,W","  100",",,W","  120",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-14","5.37",",,W",,,"75","H,,S","88",",,W","62",",,W","  120",",,W","  100",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-15","3.13",",,W",,,"75","H,,S","89",",,W","64",",,W","  100",",,W","  100",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-16","6.93",",,W",,,"74","H,,S","82",",,W","65",",,W","   80",",,W","   90",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-17","6.26",",,W",,,"75","H,,S","87",",,W","65",",,W","  120",",,W","  100",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-18","7.16",",,W",,,"75","H,,S","88",",,W","64",",,W","  100",",,W","  110",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-19","8.95",",,W",,,"76","H,,S","89",",,W","64",",,W","   90",",,W","  100",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-20","7.61",",,W",,,"76","H,,S","89",",,W","65",",,W","  120",",,W","  100",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-21","4.47",",,W",,,"76","H,,S","89",",,W","65",",,W","  120",",,W","  120",",,W","14.1",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-22","6.26",",,W",,,"77","H,,S","89",",,W","66",",,W","  100",",,W","  100",",,W","15.0",",,W","19.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-23","6.93",",,W",,,"77","H,,S","89",",,W","67",",,W","  180",",,W","  180",",,W","17.0",",,W","21.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-24","5.82",",,W",,,"78","H,,S","90",",,W","66",",,W","  230",",,W","  210",",,W","16.1",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-25","11.18",",,W",,,"78","H,,S","90",",,W","66",",,W","  280",",,W","  270",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-26","7.16",",,W",,,"77","H,,S","89",",,W","71",",,W","  120",",,W","  110",",,W","14.1",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-27","5.82",",,W",,,"78","H,,S","90",",,W","68",",,W","  110",",,W","  130",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-28","6.71",",,W",,,"78","H,,S","93",",,W","67",",,W","  110",",,W","  190",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-29","4.92",",,W",,,"78","H,,S","91",",,W","64",",,W","  120",",,W","  140",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-30","4.92",",,W",,,"79","H,,S","91",",,W","69",",,W","  310",",,W","   50",",,W","13.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-03-31","12.75",",,W",,,"80","H,,S","91",",,W","70",",,W","  250",",,W","  290",",,W","25.9",",,W","36.0",",,W",,,,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-01","9.84",",,W",,,"71","H,,S","76",",,W","58",",,W","  330",",,W","  330",",,W","23.0",",,W","27.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-02","5.82",",,W",,,"66","H,,S","79",",,W","55",",,W","   80",",,W","  350",",,W","13.0",",,W","16.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-03","4.25",",,W",,,"69","H,,S","84",",,W","57",",,W","   80",",,W","  100",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-04","2.91",",,W",,,"73","H,,S","88",",,W","60",",,W","   90",",,W","  120",",,W","15.0",",,W","19.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-05","7.83",",,W",,,"70","H,,S","73",",,W","64",",,W","   50",",,W","   50",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-06","8.50",",,W",,,"71","H,,S","81",",,W","65",",,W","   70",",,W","   60",",,W","18.1",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-07","5.14",",,W",,,"74","H,,S","87",",,W","63",",,W","  110",",,W","  110",",,W","14.1",",,W","16.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-08","8.72",",,W",,,"78","H,,S","90",",,W","68",",,W","  300",",,W","  320",",,W","17.0",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-09","12.97",",,W",,,"80","H,,S","91",",,W","73",",,W","  260",",,W","  250",",,W","23.9",",,W","32.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-10","10.74",",,W",,,"79","H,,S","87",",,W","65",",,W","  290",",,W","  290",",,W","21.9",",,W","29.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-11","9.17",",,W",,,"71","H,,S","84",",,W","60",",,W","  110",",,W","  120",",,W","15.0",",,W","21.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-12","13.65",",,W",,,"80","H,,S","94",",,W","72",",,W","  140",",,W","  120",",,W","21.9",",,W","28.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-13","14.76",",,W",,,"85","H,,S","97",",,W","76",",,W","  220",",,W","  190",",,W","25.1",",,W","34.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-14","7.61",",,W",,,"82","H,,S","93",",,W","74",",,W","  190",",,W","  200",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2020-04-15","10.51",",,W",,,"81","H,,S","94",",,W","72",",,W","  300",",,W","  310",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,"    1",",,W"
